mmsi,navigationalstatus,sog,cog,heading,shiptype,width,length,draught,heading_cog_diff,anomaly,is_anomaly,anomaly_score
266466000,Under way using engine,12.1,162.0,163.0,Tanker,21.0,129.0,7.9,1.0,1,0,-0.16456545309077075
266476000,Moored,11.4,328.0,334.0,Tanker,17.0,119.0,6.7,6.0,1,0,-0.12334258732137454
248562000,Under way using engine,15.6,214.5,219.0,Cargo,25.0,193.0,5.6,4.5,1,0,-0.09867327931409858
566579000,Under way using engine,12.7,133.6,137.0,Tanker,28.0,184.0,7.6,3.4000000000000057,1,0,-0.1256082131283574
209488000,Under way using engine,12.3,152.8,155.0,Cargo,13.0,89.0,3.8,2.1999999999999886,1,0,-0.17767531128997133
305662000,Under way using engine,8.4,345.2,345.0,Cargo,14.0,90.0,6.1,0.19999999999998863,1,0,-0.13704484410080514
219355000,Under way using engine,9.7,319.0,316.0,Tanker,14.0,93.0,5.8,3.0,1,0,-0.16055410554715843
266273000,Under way using engine,8.7,205.9,204.0,Tanker,24.0,156.0,9.0,1.9000000000000057,1,0,-0.12082391849194951
248562000,Under way using engine,15.6,241.7,244.0,Cargo,25.0,193.0,5.6,2.3000000000000114,1,0,-0.0991731582005293
248562000,Under way using engine,15.5,242.7,245.0,Cargo,25.0,193.0,5.6,2.3000000000000114,1,0,-0.0972312562544424
265650970,Under way using engine,22.9,169.2,171.0,HSC,8.0,27.0,1.7,1.8000000000000114,1,0,-0.031496123981421875
266273000,Under way using engine,8.6,205.3,204.0,Tanker,24.0,156.0,9.0,1.3000000000000114,1,0,-0.11980993396032313
209488000,Under way using engine,12.0,155.0,154.0,Cargo,13.0,89.0,3.8,1.0,1,0,-0.17836663256279783
566579000,Under way using engine,12.5,131.9,138.0,Tanker,28.0,184.0,7.6,6.099999999999994,1,0,-0.10298921176798959
266466000,Under way using engine,12.0,161.0,162.0,Tanker,21.0,129.0,7.9,1.0,1,0,-0.16483655135325337
219355000,Under way using engine,9.6,317.0,316.0,Tanker,14.0,93.0,5.8,1.0,1,0,-0.16531765864747355
218728000,Under way using engine,9.6,147.8,148.0,Cargo,12.0,60.0,3.8,0.19999999999998863,1,0,-0.15624591593789433
248562000,Under way using engine,15.7,243.9,245.0,Cargo,25.0,193.0,5.6,1.0999999999999943,1,0,-0.09719435956021238
266476000,Moored,11.5,327.0,329.0,Tanker,17.0,119.0,6.7,2.0,1,0,-0.1569432799627012
266476000,Moored,11.6,327.0,329.0,Tanker,17.0,119.0,6.7,2.0,1,0,-0.15664127119015958
566579000,Under way using engine,12.7,137.9,142.0,Tanker,28.0,184.0,7.6,4.099999999999994,1,0,-0.12706855594102268
218728000,Under way using engine,9.5,148.1,147.0,Cargo,12.0,60.0,3.8,1.0999999999999943,1,0,-0.1590395094943174
219025221,Under way using engine,7.2,165.6,166.0,Tug,8.0,26.0,4.2,0.4000000000000057,1,0,-0.1206775631155747
209488000,Under way using engine,12.1,153.2,153.0,Cargo,13.0,89.0,3.8,0.19999999999998863,1,0,-0.17112723015319226
219355000,Under way using engine,9.5,304.0,306.0,Tanker,14.0,93.0,5.8,2.0,1,0,-0.16401628267885654
248562000,Under way using engine,15.9,244.6,245.0,Cargo,25.0,193.0,5.6,0.4000000000000057,1,0,-0.09033116411206599
566579000,Under way using engine,12.9,138.8,142.0,Tanker,28.0,184.0,7.6,3.1999999999999886,1,0,-0.1338279147881501
266466000,Under way using engine,12.2,161.0,161.0,Tanker,21.0,129.0,7.9,0.0,1,0,-0.1564403824151025
305662000,Under way using engine,8.5,349.1,347.0,Cargo,14.0,90.0,6.1,2.1000000000000227,1,0,-0.13942762239324208
266466000,Under way using engine,12.3,161.0,162.0,Tanker,21.0,129.0,7.9,1.0,1,0,-0.16298141762107565
209488000,Under way using engine,12.3,152.9,154.0,Cargo,13.0,89.0,3.8,1.0999999999999943,1,0,-0.17554784922558198
248562000,Under way using engine,16.9,245.0,245.0,Cargo,25.0,193.0,5.6,0.0,1,0,-0.08314026160144927
266273000,Under way using engine,9.0,231.2,230.0,Tanker,24.0,156.0,9.0,1.1999999999999886,1,0,-0.11566860012081476
248562000,Under way using engine,16.2,241.8,244.0,Cargo,25.0,193.0,5.6,2.1999999999999886,1,0,-0.09603870362632938
266476000,Under way using engine,11.5,342.0,351.0,Tanker,17.0,119.0,6.2,9.0,1,0,-0.09552747453990773
266476000,Under way using engine,11.4,343.0,351.0,Tanker,17.0,119.0,6.2,8.0,1,0,-0.10098023600586437
266466000,Under way using engine,11.6,208.0,210.0,Tanker,21.0,129.0,7.9,2.0,1,0,-0.1553672130788395
566579000,Under way using engine,13.1,140.9,142.0,Tanker,28.0,184.0,7.6,1.0999999999999943,1,0,-0.14156435177042748
257048880,Under way using engine,9.5,10.4,11.0,Cargo,13.0,111.0,5.7,0.5999999999999996,1,0,-0.11496834363793568
566579000,Under way using engine,13.1,141.1,142.0,Tanker,28.0,184.0,7.6,0.9000000000000057,1,0,-0.14070287665275372
266273000,Under way using engine,8.8,221.6,221.0,Tanker,24.0,156.0,9.0,0.5999999999999943,1,0,-0.1141772236536337
248562000,Under way using engine,16.3,245.2,246.0,Cargo,25.0,193.0,5.6,0.8000000000000114,1,0,-0.09303499412519406
209488000,Under way using engine,12.2,154.9,154.0,Cargo,13.0,89.0,3.8,0.9000000000000057,1,0,-0.17796733597655695
257048880,Under way using engine,9.4,8.4,11.0,Cargo,13.0,111.0,5.7,2.5999999999999996,1,0,-0.11550752950661214
219592000,Under way using engine,17.7,161.6,162.0,Passenger,26.0,169.0,6.3,0.4000000000000057,1,0,-0.14128822812592384
305662000,Under way using engine,8.3,347.3,347.0,Cargo,14.0,90.0,6.1,0.30000000000001137,1,0,-0.13447280105641962
248562000,Under way using engine,16.3,247.9,249.0,Cargo,25.0,193.0,5.6,1.0999999999999943,1,0,-0.09800130294249149
266476000,Under way using engine,11.0,22.0,16.0,Tanker,17.0,119.0,6.2,6.0,1,0,-0.10142305667589302
219592000,Under way using engine,17.3,158.8,159.0,Passenger,26.0,169.0,6.3,0.19999999999998863,1,0,-0.1381884865709691
219592000,Under way using engine,17.2,158.1,160.0,Passenger,26.0,169.0,6.3,1.9000000000000057,1,0,-0.14528923360655516
266466000,Under way using engine,11.4,210.0,211.0,Tanker,21.0,129.0,7.9,1.0,1,0,-0.15564376299850663
566579000,Under way using engine,13.2,138.5,137.0,Tanker,28.0,184.0,7.6,1.5,1,0,-0.13953115275624378
219025221,Under way using engine,6.1,169.7,170.0,Tug,8.0,26.0,4.2,0.30000000000001137,1,0,-0.11839459872280356
209488000,Under way using engine,12.5,157.9,157.0,Cargo,13.0,89.0,3.8,0.9000000000000057,1,0,-0.17433335220280988
266273000,Under way using engine,8.8,211.0,213.0,Tanker,24.0,156.0,9.0,2.0,1,0,-0.11948558221241412
305662000,Under way using engine,8.2,347.6,347.0,Cargo,14.0,90.0,6.1,0.6000000000000227,1,0,-0.13659468410204734
219025221,Under way using engine,6.4,169.8,177.0,Tug,8.0,26.0,4.2,7.199999999999989,1,0,-0.0999631542212413
266466000,Under way using engine,11.1,210.0,213.0,Tanker,21.0,129.0,7.9,3.0,1,0,-0.15098213796766063
266476000,Under way using engine,11.4,334.0,339.0,Tanker,17.0,119.0,6.2,5.0,1,0,-0.13589244023468217
209488000,Under way using engine,12.4,166.7,168.0,Cargo,13.0,89.0,3.8,1.3000000000000114,1,0,-0.1815547344636254
248562000,Under way using engine,16.5,178.9,181.0,Cargo,25.0,193.0,5.6,2.0999999999999943,1,0,-0.12049930853383384
566579000,Under way using engine,13.3,136.2,137.0,Tanker,28.0,184.0,7.6,0.8000000000000114,1,0,-0.13638972121059123
219592000,Under way using engine,16.9,165.3,167.0,Passenger,26.0,169.0,6.3,1.6999999999999886,1,0,-0.1465627957567625
566579000,Under way using engine,13.4,138.3,140.0,Tanker,28.0,184.0,7.6,1.6999999999999886,1,0,-0.13805454594579836
219592000,Under way using engine,17.3,138.7,139.0,Passenger,26.0,169.0,6.3,0.30000000000001137,1,0,-0.1298282517997692
266273000,Under way using engine,8.8,210.7,214.0,Tanker,24.0,156.0,9.0,3.3000000000000114,1,0,-0.10631515004966113
257048880,Under way using engine,8.1,340.6,356.0,Cargo,13.0,111.0,5.7,15.399999999999977,1,0,-0.05439280553706638
248562000,Under way using engine,16.7,179.9,181.0,Cargo,25.0,193.0,5.6,1.0999999999999943,1,0,-0.12052125567366878
266466000,Under way using engine,11.3,212.0,215.0,Tanker,21.0,129.0,7.9,3.0,1,0,-0.1495602939544916
209488000,Under way using engine,11.6,168.5,168.0,Cargo,13.0,89.0,3.8,0.5,1,0,-0.180636026396489
219592000,Under way using engine,16.8,140.2,139.0,Passenger,26.0,169.0,6.3,1.1999999999999886,1,0,-0.1388998438703528
219592000,Under way using engine,16.8,139.9,139.0,Passenger,26.0,169.0,6.3,0.9000000000000057,1,0,-0.1370470153426896
566579000,Under way using engine,13.1,161.7,165.0,Tanker,28.0,184.0,7.6,3.3000000000000114,1,0,-0.14266418271606085
266476000,Under way using engine,10.9,339.0,339.0,Tanker,17.0,119.0,6.2,0.0,1,0,-0.1509971169890167
266273000,Under way using engine,8.7,215.7,219.0,Tanker,24.0,156.0,9.0,3.3000000000000114,1,0,-0.10608959996410622
266476000,Under way using engine,10.5,319.0,321.0,Tanker,17.0,119.0,6.2,2.0,1,0,-0.16055785974528275
305662000,Under way using engine,7.9,340.3,340.0,Cargo,14.0,90.0,6.1,0.30000000000001137,1,0,-0.14254412688534396
248562000,Under way using engine,17.0,178.9,181.0,Cargo,25.0,193.0,5.6,2.0999999999999943,1,0,-0.11716745976926796
219592000,Under way using engine,17.0,139.5,138.0,Passenger,26.0,169.0,6.3,1.5,1,0,-0.1368308497561626
566579000,Under way using engine,13.0,161.7,164.0,Tanker,28.0,184.0,7.6,2.3000000000000114,1,0,-0.15225861119311984
266466000,Under way using engine,11.5,215.0,215.0,Tanker,21.0,129.0,7.9,0.0,1,0,-0.14390142845054582
209488000,Under way using engine,12.2,171.7,170.0,Cargo,13.0,89.0,3.8,1.6999999999999886,1,0,-0.18448253605956816
219592000,Under way using engine,16.5,140.4,139.0,Passenger,26.0,169.0,6.3,1.4000000000000057,1,0,-0.14087752996166558
566579000,Under way using engine,12.8,162.0,164.0,Tanker,28.0,184.0,7.6,2.0,1,0,-0.15332290539044863
266466000,Under way using engine,11.7,215.0,214.0,Tanker,21.0,129.0,7.9,1.0,1,0,-0.15265772723747517
257048880,Under way using engine,8.0,355.3,356.0,Cargo,13.0,111.0,5.7,0.6999999999999886,1,0,-0.11881751362981308
248562000,Under way using engine,17.2,181.6,183.0,Cargo,25.0,193.0,5.6,1.4000000000000057,1,0,-0.12010813608256726
266273000,Under way using engine,7.6,222.7,219.0,Tanker,24.0,156.0,9.0,3.6999999999999886,1,0,-0.0924053028429993
266476000,Under way using engine,10.8,314.0,316.0,Tanker,17.0,119.0,6.2,2.0,1,0,-0.15956280510019888
219592000,Under way using engine,16.5,148.9,149.0,Passenger,26.0,169.0,6.3,0.09999999999999432,1,0,-0.13187159431380746
305662000,Under way using engine,8.1,337.7,339.0,Cargo,14.0,90.0,6.1,1.3000000000000114,1,0,-0.1474016076554993
209488000,Under way using engine,12.1,171.9,170.0,Cargo,13.0,89.0,3.8,1.9000000000000057,1,0,-0.1850962650707254
248562000,Under way using engine,17.0,207.9,210.0,Cargo,25.0,193.0,5.6,2.0999999999999943,1,0,-0.11028219848915671
266273000,Under way using engine,9.2,218.7,220.0,Tanker,24.0,156.0,9.0,1.3000000000000114,1,0,-0.12129357967500859
266476000,Under way using engine,11.1,315.0,315.0,Tanker,17.0,119.0,6.2,0.0,1,0,-0.1524469557048549
219592000,Under way using engine,16.4,160.7,161.0,Passenger,26.0,169.0,6.3,0.30000000000001137,1,0,-0.14518119391968232
305662000,Under way using engine,8.0,340.0,340.0,Cargo,14.0,90.0,6.1,0.0,1,0,-0.13927309334239868
248562000,Under way using engine,16.3,215.3,215.0,Cargo,25.0,193.0,5.6,0.30000000000001137,1,0,-0.10211988329008637
566579000,Under way using engine,13.0,161.1,164.0,Tanker,28.0,184.0,7.6,2.9000000000000057,1,0,-0.14983490725256898
209488000,Under way using engine,12.2,143.0,141.0,Cargo,13.0,89.0,3.8,2.0,1,0,-0.17446703580928463
266476000,Under way using engine,11.5,345.0,345.0,Tanker,17.0,119.0,6.2,0.0,1,0,-0.14078021860058365
266466000,Under way using engine,11.6,210.0,208.0,Tanker,21.0,129.0,7.9,2.0,1,0,-0.1549702035336485
248562000,Under way using engine,16.5,227.2,229.0,Cargo,25.0,193.0,5.6,1.8000000000000114,1,0,-0.10308637166817314
266466000,Under way using engine,11.5,210.0,208.0,Tanker,21.0,129.0,7.9,2.0,1,0,-0.15507895507961328
219592000,Under way using engine,16.2,160.3,159.0,Passenger,26.0,169.0,6.3,1.3000000000000114,1,0,-0.15277706738072078
355194000,Under way using engine,18.4,327.4,327.0,Cargo,32.0,237.0,9.7,0.39999999999997726,1,0,-0.024758303871916354
209488000,Under way using engine,12.0,144.4,141.0,Cargo,13.0,89.0,3.8,3.4000000000000057,1,0,-0.1683226662739411
566579000,Under way using engine,13.0,164.4,167.0,Tanker,28.0,184.0,7.6,2.5999999999999943,1,0,-0.148632184801199
257048880,Under way using engine,8.6,6.6,9.0,Cargo,13.0,111.0,5.7,2.4000000000000004,1,0,-0.11148459344545297
355194000,Under way using engine,18.3,327.1,325.0,Cargo,32.0,237.0,9.7,2.1000000000000227,1,0,-0.022374235680493015
355194000,Under way using engine,18.3,327.0,325.0,Cargo,32.0,237.0,9.7,2.0,1,0,-0.023107155131217638
219592000,Under way using engine,15.8,158.0,157.0,Passenger,26.0,169.0,6.3,1.0,1,0,-0.1503696028081103
248562000,Under way using engine,16.6,221.0,221.0,Cargo,25.0,193.0,5.6,0.0,1,0,-0.09489618568687341
266273000,Under way using engine,9.2,218.6,218.0,Tanker,24.0,156.0,9.0,0.5999999999999943,1,0,-0.11735311764294037
266476000,Under way using engine,11.6,345.0,350.0,Tanker,17.0,119.0,6.2,5.0,1,0,-0.1204836848723484
266273000,Under way using engine,9.3,218.2,217.0,Tanker,24.0,156.0,9.0,1.1999999999999886,1,0,-0.1237963305945064
248562000,Under way using engine,16.9,218.0,218.0,Cargo,25.0,193.0,5.6,0.0,1,0,-0.09528545029269081
566579000,Under way using engine,12.7,165.8,167.0,Tanker,28.0,184.0,7.6,1.1999999999999886,1,0,-0.15207945501656311
209488000,Under way using engine,12.0,142.7,139.0,Cargo,13.0,89.0,3.8,3.6999999999999886,1,0,-0.16539069516412913
355194000,Under way using engine,18.9,336.5,335.0,Cargo,32.0,237.0,9.7,1.5,1,0,-0.02558641440688647
266466000,Under way using engine,11.1,208.0,206.0,Tanker,21.0,129.0,7.9,2.0,1,0,-0.15678709190192086
209488000,Under way using engine,12.2,142.5,139.0,Cargo,13.0,89.0,3.8,3.5,1,0,-0.1657734173842556
219592000,Under way using engine,16.1,167.6,168.0,Passenger,26.0,169.0,6.3,0.4000000000000057,1,0,-0.14672934307955376
266466000,Under way using engine,11.1,208.0,207.0,Tanker,21.0,129.0,7.9,1.0,1,0,-0.15651990881129824
305662000,Under way using engine,8.0,339.5,340.0,Cargo,14.0,90.0,6.1,0.5,1,0,-0.14454914968415183
305662000,Under way using engine,8.0,339.1,339.0,Cargo,14.0,90.0,6.1,0.10000000000002274,1,0,-0.14338819943475917
248562000,Under way using engine,17.2,195.0,197.0,Cargo,25.0,193.0,5.6,2.0,1,0,-0.11463963809961736
266476000,Under way using engine,11.0,346.0,350.0,Tanker,17.0,119.0,6.2,4.0,1,0,-0.12689674055643596
566579000,Under way using engine,12.2,164.5,167.0,Tanker,28.0,184.0,7.6,2.5,1,0,-0.15134432444668128
355194000,Under way using engine,18.6,355.2,356.0,Cargo,32.0,237.0,9.7,0.8000000000000114,1,0,-0.010370847551611773
257048880,Under way using engine,8.1,2.0,0.0,Cargo,13.0,111.0,5.7,2.0,1,0,-0.1006394128442698
219592000,Under way using engine,15.8,164.8,164.0,Passenger,26.0,169.0,6.3,0.8000000000000114,1,0,-0.15214460382581135
209488000,Under way using engine,12.3,136.6,130.0,Cargo,13.0,89.0,3.8,6.599999999999994,1,0,-0.13866829892540383
266273000,Under way using engine,7.4,188.7,173.0,Tanker,24.0,156.0,9.0,15.699999999999989,1,0,-0.02242509906326795
248562000,Under way using engine,16.9,183.2,188.0,Cargo,25.0,193.0,5.6,4.800000000000011,1,0,-0.0964398161514119
266476000,Under way using engine,10.9,344.0,349.0,Tanker,17.0,119.0,6.2,5.0,1,0,-0.12120756729025134
266466000,Under way using engine,11.4,225.0,222.0,Tanker,21.0,129.0,7.9,3.0,1,0,-0.1467260094591461
209488000,Under way using engine,12.6,141.5,135.0,Cargo,13.0,89.0,3.8,6.5,1,0,-0.1372737140447301
566579000,Under way using engine,12.6,165.2,167.0,Tanker,28.0,184.0,7.6,1.8000000000000114,1,0,-0.15031676364819618
355194000,Under way using engine,18.7,11.4,11.0,Cargo,32.0,237.0,9.7,0.40000000000000036,1,0,-0.012658383510317117
266273000,Under way using engine,11.6,119.9,119.0,Tanker,24.0,156.0,9.0,0.9000000000000057,1,0,-0.1095264397535074
266466000,Under way using engine,11.6,227.0,222.0,Tanker,21.0,129.0,7.9,5.0,1,0,-0.1283813732341582
566579000,Under way using engine,12.6,165.5,167.0,Tanker,28.0,184.0,7.6,1.5,1,0,-0.1519964532811091
219592000,Under way using engine,15.4,163.0,163.0,Passenger,26.0,169.0,6.3,0.0,1,0,-0.14160315637773618
305662000,Under way using engine,8.5,321.9,326.0,Cargo,14.0,90.0,6.1,4.100000000000023,1,0,-0.14788119755981344
248562000,Under way using engine,17.4,157.6,159.0,Cargo,25.0,193.0,5.6,1.4000000000000057,1,0,-0.12868934832584666
209488000,Under way using engine,12.2,136.1,132.0,Cargo,13.0,89.0,3.8,4.099999999999994,1,0,-0.1632833866173748
248562000,Under way using engine,17.4,158.3,160.0,Cargo,25.0,193.0,5.6,1.6999999999999886,1,0,-0.12789191095676877
355194000,Under way using engine,18.6,34.0,34.0,Cargo,32.0,237.0,9.7,0.0,1,0,-0.022710990288102972
355194000,Under way using engine,18.6,36.0,36.0,Cargo,32.0,237.0,9.7,0.0,1,0,-0.022566294188101077
305662000,Under way using engine,8.4,320.2,328.0,Cargo,14.0,90.0,6.1,7.800000000000011,1,0,-0.1180152700511034
266466000,Under way using engine,11.9,224.0,224.0,Tanker,21.0,129.0,7.9,0.0,1,0,-0.1429728021482714
266273000,Under way using engine,11.2,119.5,118.0,Tanker,24.0,156.0,9.0,1.5,1,0,-0.11107942925244357
257048880,Under way using engine,8.2,343.1,344.0,Cargo,13.0,111.0,5.7,0.8999999999999773,1,0,-0.14197741552080329
219592000,Under way using engine,16.0,163.5,163.0,Passenger,26.0,169.0,6.3,0.5,1,0,-0.14811922450331583
219592000,Under way using engine,15.9,164.0,164.0,Passenger,26.0,169.0,6.3,0.0,1,0,-0.140968924532486
209488000,Under way using engine,12.5,137.6,137.0,Cargo,13.0,89.0,3.8,0.5999999999999943,1,0,-0.16462066766140981
355194000,Under way using engine,19.7,44.7,42.0,Cargo,32.0,237.0,9.7,2.700000000000003,1,0,-0.023002979240206445
248562000,Under way using engine,17.8,142.7,145.0,Cargo,25.0,193.0,5.6,2.3000000000000114,1,0,-0.11483226440168404
209488000,Under way using engine,12.5,134.8,134.0,Cargo,13.0,89.0,3.8,0.8000000000000114,1,0,-0.16523292617021262
566579000,Under way using engine,12.6,164.4,165.0,Tanker,28.0,184.0,7.6,0.5999999999999943,1,0,-0.14971944383818941
248562000,Under way using engine,18.0,143.0,145.0,Cargo,25.0,193.0,5.6,2.0,1,0,-0.11587356618766725
266466000,Under way using engine,12.5,202.0,202.0,Tanker,21.0,129.0,7.9,0.0,1,0,-0.14439386322218695
355194000,Under way using engine,18.9,26.3,25.0,Cargo,32.0,237.0,9.7,1.3000000000000007,1,0,-0.023403932897708923
266476000,Under way using engine,11.6,346.0,349.0,Tanker,17.0,119.0,6.2,3.0,1,0,-0.1401697743395423
266273000,Under way using engine,4.9,114.3,112.0,Tanker,24.0,156.0,9.0,2.299999999999997,1,0,-0.06889180687218016
355194000,Under way using engine,18.8,38.1,35.0,Cargo,32.0,237.0,9.7,3.1000000000000014,1,0,-0.02340119362637061
266466000,Under way using engine,11.7,216.0,218.0,Tanker,21.0,129.0,7.9,2.0,1,0,-0.153496682467044
209488000,Under way using engine,12.9,130.3,128.0,Cargo,13.0,89.0,3.8,2.3000000000000114,1,0,-0.1630184834870359
219592000,Under way using engine,15.9,163.5,163.0,Passenger,26.0,169.0,6.3,0.5,1,0,-0.14797838549007714
305662000,Under way using engine,8.4,324.4,328.0,Cargo,14.0,90.0,6.1,3.6000000000000227,1,0,-0.14464241966200797
566579000,Under way using engine,12.6,164.2,165.0,Tanker,28.0,184.0,7.6,0.8000000000000114,1,0,-0.15174844361737644
355194000,Under way using engine,18.9,21.7,21.0,Cargo,32.0,237.0,9.7,0.6999999999999993,1,0,-0.017384342070568604
305662000,Under way using engine,8.4,324.9,328.0,Cargo,14.0,90.0,6.1,3.1000000000000227,1,0,-0.1501642933604322
566579000,Under way using engine,12.8,164.9,165.0,Tanker,28.0,184.0,7.0,0.09999999999999432,1,0,-0.1495395962408897
266476000,Under way using engine,11.5,346.0,349.0,Tanker,17.0,119.0,6.2,3.0,1,0,-0.1404113498822661
219592000,Under way using engine,15.8,163.6,163.0,Passenger,26.0,169.0,6.3,0.5999999999999943,1,0,-0.14970591102094477
257048880,Under way using engine,8.1,343.8,345.0,Cargo,13.0,111.0,5.7,1.1999999999999886,1,0,-0.13890469722552973
266466000,Under way using engine,11.4,214.0,217.0,Tanker,21.0,129.0,7.9,3.0,1,0,-0.14834667645952848
209488000,Under way using engine,12.4,176.7,180.0,Cargo,13.0,89.0,3.8,3.3000000000000114,1,0,-0.17071918987200274
355194000,Under way using engine,19.5,33.4,34.0,Cargo,32.0,237.0,9.7,0.6000000000000014,1,0,-0.026844588407315406
266476000,Under way using engine,11.7,346.0,349.0,Tanker,17.0,119.0,6.2,3.0,1,0,-0.14064253743485988
257048880,Under way using engine,8.3,315.3,322.0,Cargo,13.0,111.0,5.7,6.699999999999989,1,0,-0.12821553421360965
219592000,Under way using engine,16.0,163.4,162.0,Passenger,26.0,169.0,6.3,1.4000000000000057,1,0,-0.15360304374769645
266466000,Under way using engine,12.1,224.0,222.0,Tanker,21.0,129.0,7.9,2.0,1,0,-0.1521347322332955
355194000,Under way using engine,19.5,46.4,48.0,Cargo,32.0,237.0,9.7,1.6000000000000014,1,0,-0.0267654646893718
355194000,Under way using engine,19.3,46.7,48.0,Cargo,32.0,237.0,9.7,1.2999999999999972,1,0,-0.02767833429856037
305662000,Under way using engine,8.9,324.9,325.0,Cargo,14.0,90.0,6.1,0.10000000000002274,1,0,-0.1617893848403993
566579000,Under way using engine,13.0,166.1,165.0,Tanker,28.0,184.0,7.0,1.0999999999999943,1,0,-0.1579347480337283
219592000,Under way using engine,16.3,162.2,160.0,Passenger,26.0,169.0,6.3,2.1999999999999886,1,0,-0.15094458819187195
209488000,Under way using engine,12.4,181.5,180.0,Cargo,13.0,89.0,3.8,1.5,1,0,-0.17683039777598047
266476000,Under way using engine,12.2,346.0,349.0,Tanker,17.0,119.0,6.2,3.0,1,0,-0.13866213805094713
355194000,Under way using engine,20.1,27.5,29.0,Cargo,32.0,237.0,9.7,1.5,1,0,-0.02356307527511914
266466000,Under way using engine,11.8,222.0,221.0,Tanker,21.0,129.0,7.9,1.0,1,0,-0.1524325287580951
355194000,Under way using engine,20.3,29.1,30.0,Cargo,32.0,237.0,9.7,0.8999999999999986,1,0,-0.02362889285821923
257048880,Under way using engine,8.7,313.2,318.0,Cargo,13.0,111.0,5.7,4.800000000000011,1,0,-0.1428539458779478
219592000,Under way using engine,16.3,166.4,163.0,Passenger,26.0,169.0,6.3,3.4000000000000057,1,0,-0.14327562589703352
266466000,Under way using engine,11.9,219.0,218.0,Tanker,21.0,129.0,7.9,1.0,1,0,-0.1534359640461741
305662000,Under way using engine,9.1,324.4,324.0,Cargo,14.0,90.0,6.1,0.39999999999997726,1,0,-0.16386061080944686
566579000,Under way using engine,10.6,167.6,165.0,Tanker,28.0,184.0,7.0,2.5999999999999943,1,0,-0.15340755531245948
209488000,Under way using engine,12.4,169.7,167.0,Cargo,13.0,89.0,3.8,2.6999999999999886,1,0,-0.1817416951487934
219592000,Under way using engine,15.9,168.8,167.0,Passenger,26.0,169.0,6.3,1.8000000000000114,1,0,-0.1518833399189004
566579000,Under way using engine,10.4,165.9,163.0,Tanker,28.0,184.0,7.0,2.9000000000000057,1,0,-0.15168202309692191
257048880,Under way using engine,9.3,316.6,319.0,Cargo,13.0,111.0,5.7,2.3999999999999773,1,0,-0.16247345723333378
